arbitration_id,adj_page_sum,adj_page_mean,adj_page_var,adj_page_sd,adj_page_min,adj_page_max,italaw_title,italaw_case_type,italaw_arbitration_rules,italaw_investment_treaty,italaw_legal_instruments,italaw_economic_sector,page_sum,page_mean,page_var,page_sd,page_min,page_max,num_known_docs,num_avail_docs,pct_avail_docs
2014_rwe_innogy_v_spain,875.0,125.0,24759.999999999996,157.35310610216754,4.0,380.0,"RWE Innogy GmbH and RWE Innogy Aersa S.A.U. v. Kingdom of Spain, ICSID Case No. ARB/14/34 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,The Energy Charter Treaty (1994),The Energy Charter Treaty (1994),"Electricity, gas, steam and air conditioning supply",875.0,125.0,24759.999999999996,157.35310610216754,4.0,380.0,7,7,1.0
2014_saab_v_cyprus,51.0,12.75,204.91666666666666,14.314910641239317,3.0,34.0,"Ayoub-Farid Saab and Fadi Saab v Cyprus, ICC Case No. 20588/ZF | italaw",International Investment Agreement,ICC Rules of Arbitration,Cyprus - Lebanon BIT (2001),Cyprus - Lebanon BIT (2001),Financial and insurance activities,51.0,12.75,204.91666666666666,14.314910641239317,3.0,34.0,6,4,0.6666666666666666
2014_sodexo_pass_v_hungary,352.0,23.466666666666665,820.6952380952381,28.64777893825694,1.0,90.0,"Sodexo Pass International SAS v. Hungary, ICSID Case No. ARB/14/20 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,BIT France - Hungary (1986),BIT France - Hungary (1986),Other service activities,352.0,23.466666666666665,820.6952380952381,28.64777893825694,1.0,90.0,15,15,1.0
2014_strabag_and_others_v_poland,177.0,59.0,5301.0,72.80796659706958,14.0,143.0,"Strabag SE, Raiffeisen Centrobank AG and Syrena Immobilien Holding AG v. Republic of Poland, ICSID Case No. ADHOC/15/1 | italaw",International Investment Agreement,,Austria - Poland BIT (1988),Austria - Poland BIT (1988),Accommodation and food service activities,177.0,59.0,5301.0,72.80796659706958,14.0,143.0,3,3,1.0
2014_tsikinvest_v_moldova,18.0,18.0,,,18.0,18.0,"TSIKinvest LLC v. Republic of Moldova, SCC Emergency Arbitration No. EA (2014/053) | italaw",International Investment Agreement,SCC,Moldova-Russian Federation BIT,Moldova-Russian Federation BIT,Financial and insurance activities,18.0,18.0,,,18.0,18.0,1,1,1.0
2014_uni_n_fenosa_v_egypt,467.0,42.45454545454545,10008.272727272728,100.0413550851483,2.0,343.0,"Unión Fenosa Gas, S.A. v. Arab Republic of Egypt, ICSID Case No. ARB/14/4 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Egypt-Spain BIT,Egypt-Spain BIT,"Mining and quarrying, including hydrocarbons (oil and gas)",465.0,42.27272727272727,10024.018181818185,100.12001888642543,2.0,343.0,11,11,1.0
2014_united_utilities_v_estonia,360.0,45.0,5323.142857142857,72.95987155377165,4.0,223.0,"United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi v. Republic of Estonia, ICSID Case No. ARB/14/24 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Netherlands-Estonia BIT,Netherlands-Estonia BIT,"Water supply; sewerage, waste management and remediation activities",360.0,45.0,5323.142857142857,72.95987155377165,4.0,223.0,9,8,0.8888888888888888
2014_uzan_v_turkey,152.0,25.333333333333332,544.2666666666667,23.32952349849149,2.0,70.0,"Cem Cengiz Uzan v.  Republic of Turkey, SCC Case No.  V 2014/023  | italaw",International Investment Agreement,SCC Rules of Arbitration (2010),Energy Charter Treaty,Energy Charter Treaty,"Electricity, gas, steam and air conditioning supply",152.0,25.333333333333332,544.2666666666667,23.32952349849149,2.0,70.0,6,6,1.0
2014_vodafone_v_india_i,97.0,24.25,1442.9166666666667,37.98574293951175,2.0,81.0,"Vodafone International Holdings BV v. Government of India [I], PCA Case No. 2016-35 (Dutch BIT Claim) | italaw",International Investment Agreement,UNCITRAL (1976),India-Netherlands BIT,India-Netherlands BIT,Information and communication,97.0,24.25,1442.9166666666667,37.98574293951175,2.0,81.0,6,4,0.6666666666666666
2014_wnc_v_czech_republic,137.0,137.0,,,137.0,137.0,"WNC Factoring Limited v. The Czech Republic, PCA Case No. 2014-34 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules 1976,Czech Republic - United Kingdom 1990,Czech Republic - United Kingdom 1990,"Electricity, gas, steam and air conditioning supply",137.0,137.0,,,137.0,137.0,1,1,1.0
2014_zelena_v_serbia,4.0,4.0,,,4.0,4.0,"Zelena N.V. and Energo-Zelena d.o.o Inđija v. Republic of Serbia, ICSID Case No. ARB/14/27 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,BLEU (Belgium-Luxembourg Economic Union) - Serbia BIT (2004),BLEU (Belgium-Luxembourg Economic Union) - Serbia BIT (2004),Other service activities,4.0,4.0,,,4.0,4.0,1,1,1.0
2015_9ren_holding_v_spain,765.0,25.5,1370.051724137931,37.014209759738634,1.0,175.0,"9REN Holding S.a.r.l v. Kingdom of Spain, ICSID Case No. ARB/15/15 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty,Energy Charter Treaty,"Electricity, gas, steam and air conditioning supply",765.0,25.5,1370.051724137931,37.014209759738634,1.0,175.0,30,30,1.0
2015_abertis_v_argentina_i,46.0,9.2,55.7,7.463243262818116,4.0,22.0,"Abertis Infraestructuras, S.A. v. Argentine Republic (I), ICSID Case No. ARB/15/48 | italaw",,ICSID Convention - Arbitration Rules,Spain - Argentina BIT (1991),Argentina - Spain BIT (1991),Transportation and storage,46.0,9.2,55.7,7.463243262818116,4.0,22.0,5,5,1.0
2015_adamakopoulos_and_others_v_cyprus,198.0,66.0,6796.0,82.4378553820998,6.0,160.0,"Theodoros Adamakopoulos and others v. Republic of Cyprus, ICSID Case No. ARB/15/49  | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,"Cyprus - Greece BIT (1992),Belgium-Luxembourg - Cyprus BIT (1991)","Cyprus - Greece BIT (1992),Belgium-Luxembourg - Cyprus BIT (1991)",Financial and insurance activities,195.0,65.0,6979.0,83.5404093837228,3.0,160.0,4,3,0.75
2015_aeroport_belbek_and_kolomoisky_v_russia,189.0,7.56,106.08999999999999,10.299999999999999,1.0,46.0,"Aeroport Belbek LLC and Mr. Igor Valerievich Kolomoisky v. Russian Federation, PCA Case No. 2015-07 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules 1976,Russian Federation - Ukraine BIT,Russian Federation - Ukraine BIT,Wholesale and retail trade; repair of motor vehicles and motorcycles,184.0,7.36,102.40666666666668,10.119617911100532,1.0,46.0,26,25,0.9615384615384616
2015_anglia_v_czech_republic,56.0,56.0,,,56.0,56.0,"Anglia Auto Accessories Ltd. v. Czech Republic, SCC Case No. V 2014/181 | italaw",International Investment Agreement,SCC Rules of Arbitration,Czech Republic-UK BIT,Czech Republic-UK BIT,Manufacturing,56.0,56.0,,,56.0,56.0,1,1,1.0
2015_baywa_r_e_v_spain,682.0,113.66666666666667,17581.466666666667,132.59512308779185,9.0,296.0,"BayWa r.e. Renewable Energy GmbH and BayWa r.e. Asset Holding GmbH v. Spain, ICSID Case No. ARB/15/16 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty (1994),Energy Charter Treaty (1994),"Electricity, gas, steam and air conditioning supply",682.0,113.66666666666667,17581.466666666667,132.59512308779185,9.0,296.0,6,6,1.0
2015_belenergia_v_italy,236.0,236.0,,,236.0,236.0,"Belenergia S.A. v. Italian Republic, ICSID Case No. ARB/15/40 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty,,"Electricity, gas, steam and air conditioning supply",236.0,236.0,,,236.0,236.0,1,1,1.0
2015_busta_v_czech_republic,89.0,89.0,,,89.0,89.0,"Ivan Peter Busta and James Peter Busta v. Czech Republic, SCC Case No. V 2015/014 | italaw",International Investment Agreement,SCC Rules of Arbitration,Czech Republic-UK BIT,Czech Republic-UK BIT,Wholesale and retail trade; repair of motor vehicles and motorcycles,89.0,89.0,,,89.0,89.0,1,1,1.0
2015_cairn_v_india,953.0,105.88888888888889,34543.86111111111,185.85978884931274,3.0,583.0,"Cairn Energy PLC and Cairn UK Holdings Limited (CUHL) v. Republic of India (I), PCA Case No. 2016-7 | italaw",International Investment Agreement,UNCITRAL (1976),India - United Kingdom BIT (1994),India - United Kingdom BIT (1994),"Mining and quarrying, including hydrocarbons (oil and gas)",953.0,105.88888888888889,34543.86111111111,185.85978884931274,3.0,583.0,10,9,0.9
2015_capital_financial_holdings_v_cameroon,186.0,62.0,2425.0,49.24428900898052,7.0,102.0,"Capital Financial Holdings Luxembourg S.A. v. Republic of Cameroon, ICSID Case No. ARB/15/18 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,BLEU (Belgium-Luxembourg Economic Union) - Cameroon BIT (1980),BLEU (Belgium-Luxembourg Economic Union) - Cameroon BIT (1980),Financial and insurance activities,186.0,62.0,2425.0,49.24428900898052,7.0,102.0,3,3,1.0
2015_cavalum_sgps_v_spain,325.0,81.25,10021.583333333334,100.10785849938722,23.0,231.0,"Cavalum SGPS, S.A. v. Kingdom of Spain, ICSID Case No. ARB/15/34 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty (ECT),Energy Charter Treaty (ECT),"Electricity, gas, steam and air conditioning supply",325.0,81.25,10021.583333333334,100.10785849938722,23.0,231.0,4,4,1.0
2015_cef_energia_v_italy,1137.0,54.142857142857146,13816.028571428571,117.5416035768977,2.0,400.0,"CEF Energia BV v. Italian Republic, SCC Case No. 158/2015 | italaw",International Investment Agreement,SCC Rules of Arbitration (2010),Energy Charter Treaty (1994),Energy Charter Treaty (1994),"Electricity, gas, steam and air conditioning supply",1137.0,54.142857142857146,13816.028571428571,117.5416035768977,2.0,400.0,21,21,1.0
2015_clorox_v_venezuela,539.0,53.9,5888.988888888889,76.7397477770737,2.0,191.0,"Clorox Spain S.L. v. Bolivarian Republic of Venezuela, PCA Case No. No. 2015-30 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (2010),Spain - Venezuela BIT (1995) (Spanish),Spain - Venezuela BIT (1995) (Spanish),Manufacturing,539.0,53.9,5888.988888888889,76.7397477770737,2.0,191.0,10,10,1.0
2015_cortec_mining_v_kenya,1249.0,96.07692307692308,54453.57692307691,233.3529021098236,3.0,858.0,"Cortec Mining Kenya Limited, Cortec (Pty) Limited and Stirling Capital Limited v. Republic of Kenya, ICSID Case No. ARB/15/29 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Kenya - United Kingdom BIT (1999),Kenya - United Kingdom BIT (1999),"Mining and quarrying, including hydrocarbons (oil and gas)",810.0,62.30769230769231,14207.564102564102,119.19548692196405,3.0,429.0,13,13,1.0
2015_cube_infrastructure_and_others_v_spain,484.0,53.77777777777778,4713.444444444444,68.65452967171535,4.0,177.0,"Cube Infrastructure Fund SICAV and others v. Kingdom of Spain, ICSID Case No. ARB/15/20 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty,Energy Charter Treaty,"Electricity, gas, steam and air conditioning supply",484.0,53.77777777777778,4713.444444444444,68.65452967171535,4.0,177.0,9,9,1.0
2015_dayyani_v_korea,59.0,14.75,312.25000000000006,17.67059704707229,3.0,41.0,"Mohammad Reza Dayyani and others v. Republic of Korea (I), PCA Case No. 2015-38 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),Iran - Korea BIT (1998),Iran - Korea BIT (1998),Manufacturing,59.0,14.75,312.25000000000006,17.67059704707229,3.0,41.0,5,4,0.8
2015_eskosol_v_italy,385.0,96.25,5056.25,71.10731326663947,18.0,186.0,"Eskosol S.p.A. in liquidazione v. Italian Republic, ICSID Case No. ARB/15/50 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty,Energy Charter Treaty,"Electricity, gas, steam and air conditioning supply",385.0,96.25,5056.25,71.10731326663947,18.0,186.0,4,4,1.0
2015_everest_and_others_v_russia,326.0,21.733333333333334,424.7809523809524,20.61021475824433,1.0,55.0,"Everest Estate LLC et al. v. Russian Federation, PCA Case No. 2015-36 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),Russian Federation - Ukraine BIT,Russian Federation - Ukraine BIT (1998),Real estate activities,326.0,21.733333333333334,424.7809523809524,20.61021475824433,1.0,55.0,17,15,0.8823529411764706
2015_foresight_and_others_v_spain,354.0,25.285714285714285,1765.2967032967038,42.01543410815487,2.0,157.0,"Foresight Luxembourg Solar 1 S. Á.R1. and others v. Kingdom of Spain, SCC Case No. 2015/150 | italaw",International Investment Agreement,SCC Arbitration Rules (2010),Energy Charter Treaty (1994),Energy Charter Treaty (1994),"Electricity, gas, steam and air conditioning supply",353.0,25.214285714285715,1758.642857142857,41.93617599570634,2.0,157.0,14,14,1.0
2015_garc_a_armas_and_others_v_venezuela,417.0,59.57142857142857,3947.6190476190477,62.830080754516366,6.0,189.0,"Manuel García Armas and others. v. Bolivarian Republic of Venezuela, PCA Case No. 2016-08 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules 1976,Spain-Venezuela BIT,Spain-Venezuela BIT,Manufacturing,417.0,59.57142857142857,3947.6190476190477,62.830080754516366,6.0,189.0,7,7,1.0
2015_greentech_and_novenergia_v_italy,272.0,27.2,2799.2888888888892,52.90830642620201,2.0,176.0,"Athena Investments A/S (formerly Greentech Energy Systems A/S), NovEnergia II Energy & Environment (SCA) SICAR, and NovEnergia II Italian Portfolio SA v. Italian Republic, SCC Case No. 2015/095 | italaw",International Investment Agreement,SCC Arbitration Rules (2010),Energy Charter Treaty (1994),Energy Charter Treaty (1994),"Electricity, gas, steam and air conditioning supply",272.0,27.2,2799.2888888888892,52.90830642620201,2.0,176.0,10,10,1.0
2015_hydro_and_others_v_albania,227.0,32.42857142857143,327.61904761904765,18.100249932502248,10.0,57.0,"Hydro S.r.l. and others v. Republic of Albania, ICSID Case No. ARB/15/28 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,BIT Albania - Italy 1991,BIT Albania - Italy 1991 (Italian),"Electricity, gas, steam and air conditioning supply",227.0,32.42857142857143,327.61904761904765,18.100249932502248,10.0,57.0,7,7,1.0
2015_hydro_energy_1_and_hydroxana_v_spain,941.0,47.05,3634.997368421053,60.29093935593517,3.0,246.0,"Hydro Energy 1 S.à r.l. and Hydroxana Sweden AB v. Kingdom of Spain, ICSID Case No. ARB/15/42 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty (ECT),Energy Charter Treaty (ECT),"Electricity, gas, steam and air conditioning supply",928.0,46.4,3612.0421052631564,60.100267098101625,3.0,246.0,20,20,1.0
2015_imfa_v_indonesia,114.0,114.0,,,114.0,114.0,"Indian Metals & Ferro Alloys Ltd v. Republic of Indonesia, PCA Case No. 2015-40 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),India - Indonesia BIT (1999),India - Indonesia BIT (1999),"Mining and quarrying, including hydrocarbons (oil and gas)",114.0,114.0,,,114.0,114.0,1,1,1.0
2015_jkx_oil_gas_and_poltava_v_ukraine,48.0,4.8,8.399999999999999,2.8982753492378874,1.0,9.0,"JKX Oil & Gas plc, Poltava Gas B.V. and Poltava Petroleum Company JV v. Ukraine | italaw",International Investment Agreement,UNCITRAL,Energy Charter Treaty (ECT),Energy Charter Treaty (ECT),"Electricity, gas, steam and air conditioning supply",48.0,4.8,8.399999999999999,2.8982753492378874,1.0,9.0,12,10,0.8333333333333334
2015_kci_v_gabon,7.0,7.0,,,7.0,7.0,"Kontinental Conseil Ingénierie v. Gabonese Republic, PCA Case No. 2015-25 | italaw",International Investment Agreement,UNCITRAL,OIC Investment Agreement (1981),OIC Investment Agreement (1981),Construction,7.0,7.0,,,7.0,7.0,1,1,1.0
2015_kruck_and_others_v_spain,258.0,64.5,5119.0,71.54718722633336,17.0,171.0,"Mathias Kruck and others v. Kingdom of Spain, ICSID Case No. ARB/15/23 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty,Energy Charter Treaty,"Electricity, gas, steam and air conditioning supply",258.0,64.5,5119.0,71.54718722633336,17.0,171.0,4,4,1.0
2015_landesbank_baden_w_rttemberg_and_others_v_spain,96.0,48.0,1682.0,41.012193308819754,19.0,77.0,"Landesbank Baden-Württemberg and others v. Kingdom of Spain, ICSID Case No. ARB/15/45 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty (ECT),Energy Charter Treaty (ECT),"Electricity, gas, steam and air conditioning supply",96.0,48.0,1682.0,41.012193308819754,19.0,77.0,2,2,1.0
2015_lion_v_mexico,861.0,30.75,3173.8981481481483,56.33736014536134,2.0,279.0,"Lion Mexico Consolidated L.P. v. United Mexican States, ICSID Case No. ARB(AF)/15/2 | italaw",International Investment Agreement,ICSID Additional Facility,NAFTA,North American Free Trade Agreement (NAFTA),Construction,793.0,28.321428571428573,2768.596560846562,52.617454906585536,2.0,279.0,28,28,1.0
2015_lugzor_and_others_v_russia,8.0,2.6666666666666665,0.33333333333333326,0.5773502691896257,2.0,3.0,"Limited Liability Company Lugzor and Others v. Russian Federation, PCA Case No. 2015-29 | italaw",International Investment Agreement,UNCITRAL (1976),Russian Federation - Ukraine BIT (1998),Russian Federation - Ukraine BIT (1998),Real estate activities,8.0,2.6666666666666665,0.33333333333333326,0.5773502691896257,2.0,3.0,4,3,0.75
2015_lvarez_y_mar_n_corporaci_n_and_others_v_panama,139.0,46.333333333333336,2552.333333333333,50.52062285179522,6.0,103.0,"Álvarez y Marín Corporación S.A. and others v. Republic of Panama, ICSID Case No. ARB/15/14 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Netherlands - Panama BIT (2000) and Central America-Panama FTA (2002),"Central America-Panama FTA 2002 (Spanish),Netherlands - Panama BIT (2000)",Real estate activities,139.0,46.333333333333336,2552.333333333333,50.52062285179522,6.0,103.0,3,3,1.0
2015_ma_denli_v_kazakhstan,1.0,1.0,,,1.0,1.0,"Mağdenli Yer Hizmetleri ve Taşıma Anonim Şirketi v. Kazakhstan, ICC | italaw",International Investment Agreement,ICC Rules of Arbitration,Kazakhstan - Turkey BIT (1992),Kazakhstan - Turkey BIT (1992),Other service activities,1.0,1.0,,,1.0,1.0,1,1,1.0
2015_maessa_and_semi_v_ecuador,15.0,7.5,84.5,9.192388155425117,1.0,14.0,"Mantenimientos, Ayuda a la Explotación y Servicios S.A. (MAESSA) and Sociedad Española de Montajes Industriales S.A. (SEMI) (formerly Consorcio GLP) v. Ecuador, ICC Case No. UNC 161/ASM | italaw",International Investment Agreement,,Spain - Ecuador BIT (1996),Spain - Ecuador BIT (1996),Transportation and storage,15.0,7.5,84.5,9.192388155425117,1.0,14.0,2,2,1.0
2015_manchester_securities_v_poland,194.0,48.5,4619.0,67.96322535018479,6.0,150.0,Manchester Securities Corp. v. Republic of Poland | italaw,International Investment Agreement,UNCITRAL Arbitration Rules (1976),Poland-United States BIT,Poland-US BIT,Financial and insurance activities,194.0,48.5,4619.0,67.96322535018479,6.0,150.0,5,4,0.8
2015_medusa_v_montenegro,70.0,23.333333333333332,974.3333333333334,31.214312956291916,1.0,59.0,"Medusa Oil and Gas Limited v. Montenegro, PCA Case No. 2015-39 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),"Serbia - United Kingdom BIT (2002),Finland - Montenegro BIT (2008),Austria - Montenegro BIT (2001)","Serbia - United Kingdom BIT (2002),Finland - Montenegro BIT (2008),Austria - Montenegro BIT (2001)","Mining and quarrying, including hydrocarbons (oil and gas)",70.0,23.333333333333332,974.3333333333334,31.214312956291916,1.0,59.0,3,3,1.0
2015_mmea_and_ahsi_v_senegal,107.0,35.666666666666664,240.33333333333337,15.502687938977981,20.0,51.0,"Menzies Middle East and Africa S.A. and Aviation Handling Services International Ltd. v. Republic of Senegal, ICSID Case No. ARB/15/21 | italaw","International Investment Agreement, Foreign Investment Law",ICSID,"Netherlands-Senegal BIT,BIT Great Britain and Northern Ireland-Senegal,GATS","Netherlands - Senegal BIT (1979) (French),Senegal-United Kingdom BIT (1980),General Agreement on Trade in Services (GATS)",Other service activities,107.0,35.666666666666664,240.33333333333337,15.502687938977981,20.0,51.0,3,3,1.0
2015_mobil_v_canada_ii,3330.0,97.94117647058823,12453.329768270944,111.5944880729821,2.0,343.0,"Mobil Investments Canada Inc. v. Canada, ICSID Case No. ARB/15/6 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,NAFTA,NAFTA,"Mining and quarrying, including hydrocarbons (oil and gas)",2989.0,87.91176470588235,11795.052584670233,108.60503019966539,2.0,343.0,34,34,1.0
2015_nabucco_v_turkey,3.0,3.0,,,3.0,3.0,"Nabucco Gas Pipeline International GmbH in Liqu. v. Republic of Turkey, ICSID Case No. ARB/15/26 | italaw",International Investment Agreement,ICSID,Austria-Turkey BIT,Austria-Turkey BIT (German),"Mining and quarrying, including hydrocarbons (oil and gas)",3.0,3.0,,,3.0,3.0,1,1,1.0
2015_novenergia_v_spain,653.0,17.18421052631579,1349.7219061166431,36.738561568420764,2.0,208.0,"Novenergia II - Energy & Environment (SCA) (Grand Duchy of Luxembourg), SICAR v. Kingdom of Spain, SCC Case No. 2015/063 | italaw",International Investment Agreement,SCC Rules of Arbitration,The Energy Charter Treaty (1994),The Energy Charter Treaty (1994),"Electricity, gas, steam and air conditioning supply",653.0,17.18421052631579,1349.7219061166431,36.738561568420764,2.0,208.0,38,38,1.0
2015_operafund_and_schwab_v_spain,604.0,75.5,11600.0,107.70329614269008,7.0,284.0,"OperaFund Eco-Invest SICAV PLC and Schwab Holding AG v. Kingdom of Spain, ICSID Case No. ARB/15/36 | italaw","Foreign Investment Law, Contract",ICSID Convention - Arbitration Rules,Energy Charter Treaty,Energy Charter Treaty,"Electricity, gas, steam and air conditioning supply",604.0,75.5,11600.0,107.70329614269008,7.0,284.0,8,8,1.0
2015_privatbank_and_finilon_v_russia,374.0,11.6875,597.8346774193549,24.45065801608118,1.0,108.0,"PJSC CB PrivatBank and Finance Company Finilon LLC v. Russian Federation, PCA Case No. 2015-21 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules 1976,Russian Federation - Ukraine BIT (1998),"Russian Federation - Ukraine BIT (1998),UNCITRAL Arbitration Rules 1976",Financial and insurance activities,373.0,11.65625,597.9747983870967,24.453523230550985,1.0,108.0,33,32,0.9696969696969697
2015_pt_ventures_v_cabo_verde,49.0,9.8,31.699999999999996,5.630275304103699,5.0,19.0,"PT Ventures, SGPS, S.A. v. Republic of Cabo Verde, ICSID Case No. ARB/15/12 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Cape Verde - Portugal BIT (1990),Cape Verde - Portugal BIT (1990),Information and communication,49.0,9.8,31.699999999999996,5.630275304103699,5.0,19.0,5,5,1.0
2015_pugachev_v_russia,292.0,58.4,2261.3,47.55312818311746,13.0,122.0,"Sergei Viktorovich Pugachev v. The Russian Federation, UNCITRAL  | italaw",International Investment Agreement,UNCITRAL (1976),Russia-France BIT,"Russia-France BIT (French),Russia-France BIT (Russian)","Construction,Real estate activities",292.0,58.4,2261.3,47.55312818311746,13.0,122.0,5,5,1.0
2015_rawat_v_mauritius,152.0,50.666666666666664,170.33333333333334,13.051181300301263,37.0,63.0,"Dawood Rawat v. The Republic of Mauritius, PCA Case 2016-20 | italaw",International Investment Agreement,UNCITRAL (1976),France-Mauritius BIT,France-Mauritius BIT (French),Financial and insurance activities,152.0,50.666666666666664,170.33333333333334,13.051181300301263,37.0,63.0,3,3,1.0
2015_resolute_forest_v_canada,3590.0,52.794117647058826,5956.524143985953,77.17852126068465,1.0,401.0,"Resolute Forest Products Inc. v Government of Canada, PCA Case No. 2016-13 | italaw",International Investment Agreement,UNCITRAL (1976),NAFTA,NAFTA,Manufacturing,3188.0,46.88235294117647,4529.717295873574,67.30317448585596,1.0,401.0,68,68,1.0
2015_shanara_and_marfield_v_mexico,74.0,37.0,800.0,28.284271247461902,17.0,57.0,"Shanara Maritime International, S.A. and Marfield Ltd. Inc. v. United Mexican States | italaw",International Investment Agreement,,Mexico- Panama Bilateral Investment Treaty,Mexico- Panama Bilateral Investment Treaty(Spanish),Administrative and support service activities,74.0,37.0,800.0,28.284271247461902,17.0,57.0,2,2,1.0
2015_soles_badajoz_v_spain,369.0,92.25,6556.916666666667,80.97479031566965,25.0,195.0,"SolEs Badajoz GmbH v. Kingdom of Spain, ICSID Case No. ARB/15/38 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty (1994),Energy Charter Treaty (1994),"Electricity, gas, steam and air conditioning supply",369.0,92.25,6556.916666666667,80.97479031566965,25.0,195.0,4,4,1.0
2015_stabil_and_others_v_russia,350.0,21.875,1281.9833333333331,35.80479483719091,1.0,133.0,"Stabil LLC and Others v. Russian Federation, UNCITRAL, PCA Case no. 2015-35 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules 1976,Russian Federation - Ukraine BIT 1998,Russian Federation - Ukraine BIT 1998,"Mining and quarrying, including hydrocarbons (oil and gas)",350.0,21.875,1281.9833333333331,35.80479483719091,1.0,133.0,16,16,1.0
2015_stadtwerke_m_nchen_and_others_v_spain,171.0,85.5,12324.5,111.01576464628796,7.0,164.0,"Stadtwerke München GmbH, RWE Innogy GmbH, and others v. Kingdom of Spain, ICSID Case No. ARB/15/1 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty,Energy Charter Treaty,"Electricity, gas, steam and air conditioning supply",171.0,85.5,12324.5,111.01576464628796,7.0,164.0,2,2,1.0
2015_steag_v_spain,558.0,69.75,7863.071428571428,88.6739613898659,6.0,235.0,"STEAG GmbH v. Kingdom of Spain, ICSID Case No. ARB/15/4 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty (ECT),Energy Charter Treaty (ECT),"Electricity, gas, steam and air conditioning supply",558.0,69.75,7863.071428571428,88.6739613898659,6.0,235.0,8,8,1.0
2015_strabag_v_libya,427.0,53.375,12994.83928571428,113.9949090341945,3.0,335.0,"Strabag SE v. Libya, ICSID Case No. ARB(AF)/15/1 | italaw",International Investment Agreement,,Austria - Libya BIT (2002),Austria - Libya BIT (2002),,427.0,53.375,12994.83928571428,113.9949090341945,3.0,335.0,8,8,1.0
2015_tekfen_and_tml_v_libya,221.0,110.5,17860.5,133.64318164425748,16.0,205.0,"Tekfen TML Joint Venture v Libya, ICC Case No. 21371/MCP/DDA | italaw",International Investment Agreement,,Libya - Turkey BIT (2009),Libya - Turkey BIT (2009),Construction,221.0,110.5,17860.5,133.64318164425748,16.0,205.0,2,2,1.0
2015_total_e_p_v_uganda,6.0,6.0,,,6.0,6.0,"Total E&P Uganda BV v. Republic of Uganda, ICSID Case No. ARB/15/11 | italaw","International Investment Agreement,Contract",ICSID Convention - Arbitration Rules,Netherlands - Uganda BIT (2000),Netherlands - Uganda BIT (2000),"Mining and quarrying, including hydrocarbons (oil and gas)",6.0,6.0,,,6.0,6.0,1,1,1.0
2015_ukrnafta_v_russia,54.0,5.4,16.933333333333334,4.115013163202924,1.0,11.0,"PJSC Ukrnafta v. The Russian Federation, UNCITRAL, PCA Case No. 2015-34 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules 1976,Ukraine-Russia BIT 1998,Ukraine-Russia BIT 1998,"Mining and quarrying, including hydrocarbons (oil and gas)",51.0,5.1,17.433333333333334,4.175324338699131,1.0,11.0,10,10,1.0
